Year,Month,Day,CountryNo,Country,Region,City,success,AttackType,NoOfKills,PropertyValue,TargetType,latitude,GroupName,longitude,TargetSubType,Target,WeaponType,WeaponDetail
1970,5,5,217,United States,North America,Coral Gables,1,Bombing/Explosion,0,0,Educational Institution,25.720851,Black Afro Militant Movement,-80.277857,School/University/Educational Building,"Computer Center, University of Miami",Explosives,Small explosive device
1970,5,5,217,United States,North America,Orlando,1,Facility/Infrastructure Attack,0,0,Government (General),28.538235,Left-Wing Militants,-81.37738900000002,Government Building/Facility/Office,"Social Security Department, Veterans Administration and Selective Service offices of Orlando Florida.",Incendiary,Firebomb tossed through a window
1970,5,5,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,"Sears, Roebuck & Company, Brooklyn New York",Explosives,Bomb believed to be hidden in a hand bag
1970,5,6,217,United States,North America,Oakland,1,Facility/Infrastructure Attack,0,200,Government (General),37.791927,Left-Wing Militants,-122.225906,Government Building/Facility/Office,Selective Service office in Oakland California,Incendiary,Firebomb
1970,5,6,217,United States,North America,Longview,1,Bombing/Explosion,0,0,Military,46.143582,Left-Wing Militants,-122.925645,Military Barracks/Base/Headquarters/Checkpost,Longview National Guard Armory,Explosives,Two explosive charges suspected of being dynamite
1970,5,6,217,United States,North America,Reading,1,Facility/Infrastructure Attack,0,0,Military,40.336585,Left-Wing Militants,-75.92784300000002,Military Barracks/Base/Headquarters/Checkpost,"U.S. Army Reserve Center, Reading Pennsylvania",Incendiary,Incendiary device
1970,5,6,217,United States,North America,Portland,1,Facility/Infrastructure Attack,0,1000,Government (General),45.511795,Left-Wing Militants,-122.675629,Government Building/Facility/Office,"Federal Government Building, Portland Oregon",Incendiary,Firebomb
1970,5,6,217,United States,North America,San Pedro,0,Facility/Infrastructure Attack,0,0,Military,33.73787,Left-Wing Militants,-118.284664,Military Barracks/Base/Headquarters/Checkpost,San Pedro National Guard Armory,Incendiary,Firebombs
1970,5,6,217,United States,North America,Portland,1,Facility/Infrastructure Attack,0,0,Government (General),45.511795,Left-Wing Militants,-122.675629,Government Building/Facility/Office,"Selective Service Headquarters, Portland Oregon",Incendiary,Firebomb consisting of a bottle that was presumably filled with gasoline
1970,5,6,217,United States,North America,Boston,1,Facility/Infrastructure Attack,0,0,Religious Figures/Institutions,42.301631,Black Nationalists,-71.067605,,Chevra Shas synagogue,Incendiary,Arson
1970,5,7,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Unknown,-73.931351,Entertainment/Cultural/Stadium/Casino,Unknown,Explosives,Eight-inch pipe bomb
1970,5,8,217,United States,North America,New London,1,Facility/Infrastructure Attack,0,0,Military,41.356445,Left-Wing Militants,-72.096469,Military Barracks/Base/Headquarters/Checkpost,"National Guard Armory, New London Connecticut",Incendiary,Four firebombs thrown into armory
1970,5,9,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,100000,Educational Institution,40.818985,Stop the War Coalition,-73.595724,School/University/Educational Building,"Humanities Building, Long Island University",Incendiary,Arson
1970,5,9,217,United States,North America,Los Angeles,1,Bombing/Explosion,0,10000,Government (General),34.097866,Left-Wing Militants,-118.407379,Government Building/Facility/Office,Selective Service office in Hollywood California,Explosives,Time bomb
1970,5,9,217,United States,North America,Sacramento,1,Armed Assault,1,0,Police,38.551295,Black Nationalists,-121.471066,Police Security Forces/Officers,Sacramento Police Officers,Firearms,Sniper; a total of six bullets fired
1970,5,10,499,East Germany (GDR),Eastern Europe,Berlin,1,Facility/Infrastructure Attack,0,0,Business,52.50153,Extraparliamentary Opposition (APO),13.401851,Multinational Corporation,IBM Office,Incendiary,Incendiary
1970,5,10,217,United States,North America,Washington,1,Bombing/Explosion,0,0,NGO,38.908642,"Weather Underground, Weathermen",-77.015381,Domestic NGO,National Guard Assoc,Explosives,Explosive
1970,5,12,199,Switzerland,Western Europe,Geneva,1,Bombing/Explosion,0,0,Airports & Aircraft,46.198392,1st of May Group,6.142296,Aircraft (not at an airport),Iberia Airlines Aircraft,Explosives,Explosive
1970,5,12,217,United States,North America,Houston,1,Bombing/Explosion,0,0,Telecommunication,29.813822,Ku Klux Klan,-95.365295,Radio,KPFT transmitter,Explosives,Dynamite
1970,5,12,217,United States,North America,Detroit,1,Facility/Infrastructure Attack,0,50000,Government (General),42.331685,Left-Wing Militants,-83.047924,Government Building/Facility/Office,"Selective Service Local Boards 186 and 187, Detroit Michigan",Incendiary,Gasoline can found in the vicinity of the scene
1970,5,13,217,United States,North America,Des Moines,1,Bombing/Explosion,0,200000,Police,41.579662,Black Panthers,-93.621506,"Police Building (headquarters, station, school)",Des Moines Police Station,Explosives,Dynamite explosion
1970,5,13,217,United States,North America,Salt Lake City,1,Bombing/Explosion,0,9000,Military,40.759505,Left-Wing Militants,-111.888229,Military Barracks/Base/Headquarters/Checkpost,"Utah National Guard, Salt Lake City",Explosives,Bomb detonated
1970,5,13,217,United States,North America,Oxford,1,Facility/Infrastructure Attack,0,0,Private Citizens & Property,36.312,Black Nationalists,-78.5882,Named Civilian,House of James Rudder,Incendiary,Three firebombs thrown at the house
1970,5,13,217,United States,North America,Miami,1,Facility/Infrastructure Attack,0,0,Business,25.774591,Black Afro Militant Movement,-80.21419499999998,Retail/Grocery/Bakery,"Allapattah Five and Ten Cent Store, Miami Florida",Incendiary,Firebomb
1970,5,14,217,United States,North America,Melrose,1,Facility/Infrastructure Attack,0,0,Military,42.45717,Left-Wing Militants,-71.064049,Military Barracks/Base/Headquarters/Checkpost,"National Guard Armory, Melrose Massachusetts",Incendiary,Molotov cocktail consisting of beer bottles and gasoline
1970,5,14,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Educational Institution,40.697132,Student Radicals,-73.931351,School/University/Educational Building,Alma Mater statue,Explosives,Bomb consisting of one or two sticks of TNT
1970,5,14,217,United States,North America,Long Beach,0,Bombing/Explosion,0,0,Educational Institution,33.783824,Student Radicals,-118.11409,School/University/Educational Building,"Science Building, California State University, Long Beach",Explosives,
1970,5,14,217,United States,North America,Oxford,0,Facility/Infrastructure Attack,0,0,Business,36.312,Black Nationalists,-78.5882,Farm/Ranch,Unknown,Incendiary,Firebombs with fuse placed in the flues beneath the warehouse
1970,5,15,362,West Germany (FRG),Western Europe,West Berlin,1,Facility/Infrastructure Attack,0,0,Business,52.50153,Unknown,13.401851,Bank/Commerce,"Savings and Loan of West Berlin, Branch #12",Incendiary,Incendiary
1970,5,15,218,Uruguay,South America,Montevideo,1,Assassination,0,60000,Military,-34.891151,Tupamaros (Uruguay),-56.187214,"Military Personnel (soldiers, troops, officers, forces)","Residence, Sgt. Selby Stevens, US Military Mission",Firearms,Pistols
1970,5,15,362,West Germany (FRG),Western Europe,West Berlin,1,Armed Assault,0,0,Business,52.50153,Unknown,13.401851,Bank/Commerce,Bank,Firearms,Automatic firearm
1970,5,15,217,United States,North America,Seattle,0,Bombing/Explosion,1,0,Business,47.610786,Black Nationalists,-122.331306,,"Hardcastle Realty, Seattle",Explosives,Three sticks of dynamite taped to a fuse and blasting cap
1970,5,16,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Military,40.697132,Cuban Action,-73.931351,Military Recruiting Station/Academy,Recruiting Station,Explosives,Bomb in loaf of bread
1970,5,19,217,United States,North America,Afton,1,Facility/Infrastructure Attack,0,1600,Government (General),38.550245,Left-Wing Militants,-90.332723,Government Building/Facility/Office,"Selective Service offices, Afton Missouri",Incendiary,Firebomb
1970,5,20,217,United States,North America,Quincy,1,Bombing/Explosion,0,600000,Utilities,30.588141,Unknown,-84.580929,Electricity,Quincy Substation,Explosives,Dynamite explosion
1970,5,20,217,United States,North America,Carlisle,0,Facility/Infrastructure Attack,0,0,Government (General),40.20119,Left-Wing Militants,-77.18916899999998,Government Building/Facility/Office,"Selective Service building, Carlisle Pennsylvania",Incendiary,Five Molotov cocktails
1970,5,20,217,United States,North America,Miami,1,Facility/Infrastructure Attack,0,0,Educational Institution,25.774591,Black Afro Militant Movement,-80.21419499999998,School/University/Educational Building,"Dorsey Junior High School, Miami Florida",Incendiary,Molotov cocktails thrown into the school
1970,5,21,217,United States,North America,Trona,1,Bombing/Explosion,0,0,Private Citizens & Property,35.76625,Strikers,-117.370674,Laborer (General)/Occupation Identified,Home of foreman employed by American Potash and Chemical Company,Explosives,
1970,5,22,217,United States,North America,New York City,1,Unarmed Assault,0,0,Terrorists/Non-State Militia,40.697132,Jewish Defense League (JDL),-73.931351,Terrorist,2 PLO Offices,Melee,Axe handles
1970,5,22,217,United States,North America,St. Paul,1,Armed Assault,1,0,Police,44.946604,Black Nationalists,-93.136446,Police Security Forces/Officers,St. Paul Police Officer,Firearms,High-powered rifle
1970,5,22,217,United States,North America,Ames,1,Bombing/Explosion,0,50000,Police,42.025345,Black Panthers,-93.620199,"Police Building (headquarters, station, school)","Police Headquarters, Ames Iowa",Explosives,Bomb
1970,5,25,217,United States,North America,Oxford,1,Facility/Infrastructure Attack,0,0,Business,36.312,Black Nationalists,-78.5882,Industrial/Textiles/Factory,Chapman Lumber Company,Incendiary,Firebomb
1970,5,26,217,United States,North America,Oxford,1,Facility/Infrastructure Attack,0,2500000,Business,36.312,Black Nationalists,-78.5882,Industrial/Textiles/Factory,Planter's Warehouse,Incendiary,Bricks thrown through the windows of the warehouse followed by Molotov cocktails consisting of gasoline and Tide washing powder
1970,5,26,217,United States,North America,Oxford,1,Facility/Infrastructure Attack,0,2500000,Business,36.312,Black Nationalists,-78.5882,Industrial/Textiles/Factory,Owen Warehouse Number Two,Incendiary,Bricks thrown through the windows of the warehouse followed by Molotov cocktails consisting of gasoline and Tide washing powder
1970,5,27,217,United States,North America,Los Angeles,1,Bombing/Explosion,0,0,Government (General),34.097866,Left-Wing Militants,-118.407379,Government Building/Facility/Office,"Selective Service offices, Los Angeles California",Explosives,Two pipe bombs
1970,5,27,217,United States,North America,Boston,1,Facility/Infrastructure Attack,0,0,Religious Figures/Institutions,42.301631,Black Nationalists,-71.067605,Place of Worship,Chevra Shas synagogue,Incendiary,Set fire and vandalized building
1970,5,27,217,United States,North America,Boston,1,Facility/Infrastructure Attack,0,10000,Religious Figures/Institutions,42.301631,Black Nationalists,-71.067605,Place of Worship,Agudath Israel synagogue,Incendiary,Two fires set
1970,5,28,217,United States,North America,Sacramento,1,Armed Assault,1,0,Police,38.579065,Black Panthers,-121.491014,Police Security Forces/Officers,Policeman,Firearms,Pistols
1970,5,28,217,United States,North America,Phoenix,0,Bombing/Explosion,0,0,Government (General),33.44826,Left-Wing Militants,-112.075774,Government Building/Facility/Office,"U.S. Department of Labor bus, Phoenix Arizona",Explosives,1-pound block of TNT connect to the engine of the vehicle
1970,5,28,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Educational Institution,40.697132,Student Radicals,-73.931351,School/University/Educational Building,"Rockefeller University, Second Floor Lecture Hall",Explosives,
1970,5,28,217,United States,North America,Fullerton,1,Facility/Infrastructure Attack,0,25000,Educational Institution,33.882923,Right-wing extremists,-117.929104,School/University/Educational Building,"Registration building, Cal State Fullerton",Incendiary,Fire of incendiary origin
1970,5,29,11,Argentina,South America,Buenos Aires,1,Hostage Taking (Kidnapping),1,0,Government (General),-34.61768,Montoneros (Argentina),-58.444435,"Government Personnel (excluding police, military)","Pedro Eugenio Aramburu, former president and retired general",Unknown,
1970,5,29,218,Uruguay,South America,Montevideo,1,Armed Assault,0,15000,Military,-34.891151,Tupamaros (Uruguay),-56.187214,Military Recruiting Station/Academy,Naval Instruction Center,Firearms,Pistols; Automatic firearms
1970,5,29,217,United States,North America,Oakland,0,Bombing/Explosion,0,0,Private Citizens & Property,37.791927,Black Nationalists,-122.225906,Laborer (General)/Occupation Identified,Family of the former Oakland chief of police,Explosives,
1970,5,29,217,United States,North America,San Diego,1,Facility/Infrastructure Attack,0,231000,Military,32.715695,Left-Wing Militants,-117.161719,Military Maritime,USS Richard B. Anderson,Sabotage Equipment,"Nuts, bolts, and other metallic objects placed in the gears"
1970,5,30,217,United States,North America,New York City,1,Bombing/Explosion,0,3000,Business,40.697132,Left-Wing Militants,-73.931351,Construction,Company constructing the World Trade Center,Explosives,Dynamite bomb
1970,6,1,11,Argentina,South America,Unknown,1,Assassination,1,0,Government (General),,Montoneros (Argentina),,"Government Personnel (excluding police, military)","Ex. President, Pedro Aramburu",Firearms,Automatic firearm
1970,6,2,160,Philippines,Southeast Asia,Roxas,1,Bombing/Explosion,1,75000,Airports & Aircraft,11.586558,Unknown,122.753716,Aircraft (not at an airport),Philipines Airliner Flight,Explosives,Explosive
1970,6,2,217,United States,North America,Baton Rouge,1,Bombing/Explosion,0,40000,Utilities,30.443335,Unknown,-91.186994,Electricity,"Gulf States Utilities Company, Baton Rouge transformer",Explosives,Explosive device
1970,6,2,217,United States,North America,Joliet,0,Assassination,0,0,Private Citizens & Property,41.524935,Unknown,-88.084594,Named Civilian,William G. Barr,Explosives,Dynamite bomb connected to the ignition of the car
1970,6,3,217,United States,North America,Portland,1,Facility/Infrastructure Attack,0,0,Government (General),45.511795,Left-Wing Militants,-122.675629,Government Building/Facility/Office,"Selective Service Headquarters, Portland Oregon",Incendiary,Firebomb
1970,6,4,217,United States,North America,Oakland,1,Bombing/Explosion,0,0,Police,37.791927,Black Nationalists,-122.225906,Police Patrol (including vehicles and convoys),Oakland Police Car,Explosives,"Pipe bomb filled with black powder and tacks, which was then tied to a Molotov cocktail"
1970,6,5,217,United States,North America,Los Angeles,1,Bombing/Explosion,0,10000,Military,34.097866,Student Radicals,-118.407379,Military Recruiting Station/Academy,"Naval R.O.T.C., University of California, Los Angeles",Explosives,Time bomb
1970,6,6,160,Philippines,Southeast Asia,Quezon City,1,Bombing/Explosion,0,500,Government (Diplomatic),14.67428,Kabataang Makabayan (KM),121.057495,Embassy/Consulate,USIA Cultural Center,Explosives,Explosive
1970,6,6,362,West Germany (FRG),Western Europe,West Berlin,1,Armed Assault,0,0,Business,52.50153,Extraparliamentary Opposition (APO),13.401851,Multinational Corporation,Xerox Building,Firearms,Automatic firearm
1970,6,6,362,West Germany (FRG),Western Europe,West Berlin,1,Armed Assault,0,0,Government (General),52.50153,Extraparliamentary Opposition (APO),13.401851,Judge/Attorney/Court,Court Building,Firearms,Automatic firearm
1970,6,6,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,150000,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,"Woolworth's store, Manhattan New York",Chemical,Nine dice-sized incendiary devices consisting of sulphuric acid and other chemicals
1970,6,6,217,United States,North America,Berkeley,0,Bombing/Explosion,0,0,Police,37.874043,Black Nationalists,-122.280022,Police Patrol (including vehicles and convoys),Berkeley Police Cars,Explosives,Fourteen inch pipe bomb filled with hundreds of match heads connected to a fuse
1970,6,7,102,Jordan,Middle East & North Africa,Amman,0,Unknown,0,0,Military,31.950001,Unknown,35.933331,Military Unit/Patrol/Convoy,Military Attache,Unknown,
1970,6,7,102,Jordan,Middle East & North Africa,Amman,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),31.950001,Popular Front for the Liberation of Palestine (PFLP),35.933331,"Diplomatic Personnel (outside of embassy, consulate)","Morris Draper, chief of political section, U.S. Embassy, Amman",Unknown,
1970,6,7,217,United States,North America,Los Angeles,1,Bombing/Explosion,0,5000,Police,33.96307,Black Nationalists,-118.232573,Police Patrol (including vehicles and convoys),Firestone Park Police Cars parked at station,Explosives,Military type grenades
1970,6,8,217,United States,North America,Chicago,1,Bombing/Explosion,0,10000,Government (General),41.842602,"Weather Underground, Weathermen",-87.681229,Politician or Political Party Movement/Meeting/Rally,national socialist white peoples party HQ,Explosives,Explosive
1970,6,8,217,United States,North America,Oakland,1,Bombing/Explosion,0,0,Military,37.791927,Left-Wing Militants,-122.225906,Military Transportation/Vehicle (excluding convoys),"Armed Services Police Vehicle, Oakland",Explosives,"Pipe bomb filled with black powder and tacks, which was then tied to a Molotov cocktail"
1970,6,9,222,Venezuela,South America,Barquisimeto,1,Hostage Taking (Kidnapping),0,0,Business,10.063506,Armed Forces of National Liberation- Venezuela (FALN),-69.334722,Farm/Ranch,"Jose Manuel Tamayo, rancher",Unknown,
1970,6,9,94,Iran,Middle East & North Africa,Tehran,1,Bombing/Explosion,0,0,Airports & Aircraft,35.724533,Popular Front for the Liberation of Palestine (PFLP),51.40519,Airline Officer/Personnel,EL AL Office,Explosives,Explosive
1970,6,9,217,United States,North America,New York City,1,Bombing/Explosion,0,10000,Police,40.697132,"Weather Underground, Weathermen",-73.931351,"Police Building (headquarters, station, school)",police HQ,Explosives,Explosive
1970,6,9,102,Jordan,Middle East & North Africa,Amman,1,Hostage Taking (Barricade Incident),0,0,Business,31.950001,Popular Front for the Liberation of Palestine (PFLP),35.933331,Hotel/Resort,Hotels,Firearms,Automatic firearms
1970,6,9,102,Jordan,Middle East & North Africa,Amman,1,Hostage Taking (Barricade Incident),0,0,Business,31.950001,Popular Front for the Liberation of Palestine (PFLP),35.933331,Hotel/Resort,Hotels,Firearms,Automatic firearms
1970,6,9,217,United States,North America,Galesburg,1,Facility/Infrastructure Attack,0,0,Government (General),40.946915,Left-Wing Militants,-90.364659,Government Building/Facility/Office,"Selective Service office, Galesburg Illinois",Incendiary,Pulled draft records out of cabinet and lit them on fire
1970,6,9,217,United States,North America,Newark,0,Assassination,0,0,Private Citizens & Property,40.73197,Black Nationalists,-74.174184,Race/Ethnicity Identified,Reverend Levin P. West,Firearms,Two shotgun blasts through living room window
1970,6,10,102,Jordan,Middle East & North Africa,Amman,1,Assassination,1,0,Military,31.950001,Popular Front for the Liberation of Palestine (PFLP),35.933331,"Military Personnel (soldiers, troops, officers, forces)","Major, mil. attache in Amman, Robert Perry",Unknown,
1970,6,11,30,Brazil,South America,Rio de Janeiro,1,Hostage Taking (Kidnapping),1,0,Government (Diplomatic),-22.908278,Popular Revolutionary Vanguard (VPR),-43.197026,"Diplomatic Personnel (outside of embassy, consulate)","Ehrenfried Von Holloben, FRG Ambassador to Brazil",Unknown,
1970,6,11,94,Iran,Middle East & North Africa,Tehran,1,Bombing/Explosion,0,0,Airports & Aircraft,35.724533,Unknown,51.40519,Airline Officer/Personnel,EL AL Office,Explosives,Explosive
1970,6,11,217,United States,North America,Omaha,1,Bombing/Explosion,0,0,Police,41.260675,Black Panthers,-95.940469,"Police Building (headquarters, station, school)",North Assembly Building of Omaha Police Department,Explosives,Suspected use of dynamite
1970,6,12,218,Uruguay,South America,Montevideo,1,Unknown,0,2500,Government (Diplomatic),-34.891151,Tupamaros (Uruguay),-56.187214,Embassy/Consulate,Swiss Embassy,Unknown,
1970,6,12,217,United States,North America,Cairo,0,Bombing/Explosion,0,0,Government (General),37.005322,Black Nationalists,-89.176156,Politician or Political Party Movement/Meeting/Rally,Alexander County Courthouse,Explosives,Seven sticks of dynamite placed in a box connected to a clock mechanism
1970,6,12,217,United States,North America,Cairo,1,Armed Assault,0,0,Police,37.005105,Black Nationalists,-89.17626899999998,Police Security Forces/Officers,Illinois State Police in the Pyramid Courts housing project,Firearms,Snipers
1970,6,13,217,United States,North America,Des Moines,1,Bombing/Explosion,0,150000,Business,41.579662,Black Panthers,-93.621506,Bank/Commerce,Building,Explosives,Dynamite
1970,6,13,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Business,39.176086,Black Nationalists,-94.574127,Bank/Commerce,"Mid-Continental National Bank, Kansas Missouri",Explosives,Two bombs
1970,6,14,362,West Germany (FRG),Western Europe,West Berlin,1,Facility/Infrastructure Attack,0,0,Government (General),52.50153,Unknown,13.401851,Judge/Attorney/Court,Court House/ Tiergarten,Incendiary,Incendiary
1970,6,14,362,West Germany (FRG),Western Europe,West Berlin,1,Facility/Infrastructure Attack,0,0,Government (General),52.50153,Unknown,13.401851,Judge/Attorney/Court,Court Bldg (haudgeright Tegeler Weg),Incendiary,Incendiary
1970,6,15,217,United States,North America,Manhattan Beach,1,Bombing/Explosion,0,0,Police,33.887157,Black Nationalists,-118.410843,"Police Building (headquarters, station, school)","Police and fire station, Manhattan Beach California",Explosives,Ring of crude bombs exploding around the building
1970,6,17,217,United States,North America,Emeryville,1,Bombing/Explosion,0,0,Police,37.831455,Black Nationalists,-122.285164,Police Security Forces/Officers,Emeryville Police Officers frequenting a local diner,Explosives,Homemade pipe bombs
1970,6,18,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Educational Institution,40.697132,Student Radicals,-73.931351,School/University/Educational Building,"Car, construction sites, trash can in the vicinity of New York University",Incendiary,Four Firebombs
1970,6,18,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Other,40.697132,Black Nationalists,-73.931351,Fire Fighter/Truck,Unknown,Incendiary,Molotov cocktail
1970,6,19,217,United States,North America,Berkeley,1,Bombing/Explosion,0,25000,Business,37.874043,Unknown,-122.280022,Bank/Commerce,bank america branch,Explosives,Explosive
1970,6,19,217,United States,North America,Berkeley,1,Bombing/Explosion,0,10000,Business,37.874043,Unknown,-122.280022,Bank/Commerce,Bank america branch,Explosives,Explosive
1970,6,19,217,United States,North America,Chicago,1,Armed Assault,1,0,Police,41.842602,Black Nationalists,-87.681229,Police Security Forces/Officers,Unknown,Firearms,.12 gauge double barreled shotgun; .38 caliber revolver
1970,6,19,217,United States,North America,San Francisco,1,Armed Assault,1,0,Police,37.755363,Black Nationalists,-122.443352,Police Security Forces/Officers,San Francisco police officer,Firearms,.38 caliber revolver
1970,6,21,217,United States,North America,Des Moines,0,Bombing/Explosion,0,0,Police,41.579662,Black Panthers,-93.621506,Police Security Forces/Officers,Des Moines Police responding to an anonymous phone call,Explosives,"Two-and-one-half by sixteen inch sticks of dynamite along with nuts, bolts, nails, and metal brushes connected to a battery"
1970,6,23,362,West Germany (FRG),Western Europe,West Berlin,1,Facility/Infrastructure Attack,0,0,Government (General),52.50153,Unknown,13.401851,Government Building/Facility/Office,District Office Schoneberg,Incendiary,Incendiary
1970,6,23,217,United States,North America,San Francisco,0,Bombing/Explosion,0,0,Military,37.755363,Left-Wing Militants,-122.443352,Military Recruiting Station/Academy,"U.S. Air Force Recruiting Station, San Francisco",Explosives,The bomb consisted of a plastic bottle and lead pipe filled with dynamite and connected to a clock
1970,6,23,217,United States,North America,New York City,1,Bombing/Explosion,0,3000,Business,40.697132,Jewish Defense League (JDL),-73.931351,Bank/Commerce,Amtorg Trading Corp,Explosives,Explosive
1970,6,25,217,United States,North America,Longview,1,Bombing/Explosion,0,0,Private Citizens & Property,32.50064,White extremists,-94.741075,Race/Ethnicity Identified,Unknown,Explosives,Dynamite
1970,6,26,603,United Kingdom,Western Europe,Londonderry,0,Armed Assault,5,0,Terrorists/Non-State Militia,55.011562,Irish Republican Army (IRA),-7.312044999999999,Terrorist,"3 IRA members, 2 civilians",Incendiary,Incendiary
1970,6,27,603,United Kingdom,Western Europe,Londonderry,1,Armed Assault,3,0,Private Citizens & Property,55.011562,Irish Republican Army (IRA),-7.312044999999999,Religion Identified,"William Kincaid, 28, Daniel Loughins, 32 and Alexander Gould, 18, Prots",Firearms,Firearm
1970,6,27,603,United Kingdom,Western Europe,Belfast,1,Armed Assault,1,0,Private Citizens & Property,54.607712,Irish Republican Army (IRA),-5.95621,Religion Identified,"Robert Neill, 38, protestant",Firearms,Firearm
1970,6,27,603,United Kingdom,Western Europe,Belfast,1,Armed Assault,1,0,Private Citizens & Property,54.607712,Irish Republican Army (IRA),-5.95621,Religion Identified,"James McCurrie, 34, Protestant",Firearms,Firearm
1970,6,27,603,United Kingdom,Western Europe,Belfast,1,Armed Assault,3,0,Religious Figures/Institutions,54.607712,Ulster Volunteer Force (UVF),-5.95621,Place of Worship,St. Matthew,Firearms,Firearm; Petroleum bomb
1970,6,28,217,United States,North America,Detroit,0,Armed Assault,0,0,Police,42.331685,National Committee to Combat Fascism,-83.047924,Police Security Forces/Officers,Police Officers,Firearms,Pistols
1970,6,29,217,United States,North America,Des Moines,1,Bombing/Explosion,0,300000,Educational Institution,41.579662,Black Panthers,-93.621506,School/University/Educational Building,Harvey Ingham Hall of Science at Drake University,Explosives,15 to 20 pounds of high power dynamite
1970,6,29,217,United States,North America,Whitefish Bay,0,Bombing/Explosion,0,0,Business,43.118461,Left-Wing Militants,-87.902289,Bank/Commerce,Whitefish Bay Bank & Trust Company,Explosives,Thrown pipe bomb filled with gunpowder
1970,6,30,217,United States,North America,Plainfield,1,Armed Assault,1,0,Police,40.61762299999999,Black Nationalists,-74.417061,Police Security Forces/Officers,Police and firefighters at the scene of a fire in the African American part of town in Plainfield New Jersey,Firearms,Sniper fire; Arson
1970,6,30,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,"Woolworth's store, Manhattan New York, 34th Street",Incendiary,Seven incendiary devices about the size of a tea bag in plastic packages
1970,6,30,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,"Woolworth's store, Manhattan New York, 86th Street and 3rd Avenue",Incendiary,Multiple incendiary devices about the size of a small cube in plastic packages
1970,6,30,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,"Woolworth's store, Manhattan New York, Broadway Avenue",Incendiary,Multiple incendiary devices about the size of a small cube in plastic packages
1970,6,30,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,Supermarket in the Grand Union,Incendiary,Multiple incendiary devices about the size of a small cube in plastic packages
1970,7,0,217,United States,North America,Wauwatosa,0,Bombing/Explosion,0,0,Business,43.074701,Left-Wing Militants,-88.008394,Multinational Corporation,"Honeywell Incorporated, Wauwatosa Wisconsin",Explosives,Unexploded bomb
1970,7,0,217,United States,North America,Boston,1,Facility/Infrastructure Attack,0,5000,Religious Figures/Institutions,42.290156,Black Nationalists,-71.04897,Place of Worship,St. Anne's Church,Incendiary,Arson
1970,7,1,30,Brazil,South America,Rio de Janeiro,0,Hijacking,0,0,Airports & Aircraft,-22.908278,Unknown,-43.197026,Aircraft (not at an airport),Caravelle,Unknown,
1970,7,1,217,United States,North America,Washington,1,Bombing/Explosion,0,0,Private Citizens & Property,38.908642,Revolutionary Force Seven,-77.015381,Labor Union Related,"Inter-American Defense Board building, Washington D.C.",Explosives,Pipe bomb thrown into the building
1970,7,1,217,United States,North America,Berkeley,1,Bombing/Explosion,0,7000,Educational Institution,37.874043,Student Radicals,-122.280022,School/University/Educational Building,"Center for East Asian Studies, University of California, Berkeley",Explosives,Powder filled pipe bomb attached to a timing device
1970,7,2,217,United States,North America,Washington,1,Bombing/Explosion,0,2500,Government (Diplomatic),38.908642,Revolutionary Force Seven,-77.015381,Embassy/Consulate,Argentine Embassy,Explosives,Explosive
1970,7,2,217,United States,North America,Washington,1,Bombing/Explosion,0,2000,Government (Diplomatic),38.908642,Revolutionary Force Seven,-77.015381,Embassy/Consulate,Haiti Embassy,Explosives,Explosive
1970,7,2,217,United States,North America,Washington,1,Bombing/Explosion,0,1000,Government (Diplomatic),38.908642,Revolutionary Force Seven,-77.015381,Embassy/Consulate,Uruguay Embassy,Explosives,Explosive
1970,7,2,217,United States,North America,Washington,1,Bombing/Explosion,0,2000,Government (Diplomatic),38.908642,Revolutionary Force Seven,-77.015381,Embassy/Consulate,Dominican Republic Embassy,Explosives,Explosive
1970,7,2,217,United States,North America,Omaha,1,Bombing/Explosion,0,0,Business,41.260675,Black Panthers,-95.940469,,Components Concept Corporation,Explosives,
1970,7,2,217,United States,North America,Compton,0,Bombing/Explosion,1,0,Police,33.895285,Black Nationalists,-118.224329,"Police Building (headquarters, station, school)",Compton Police Station,Explosives,A makeshift bomb connected to a clock device
